"","X_id","Institution.Name","Institution.Address","Outbreak.Setting","Type.of.Outbreak","Causative.Agent.1","Causative.Agent.2","Date.Outbreak.Began","Date.Declared.Over","Active"
"355",355,"North York General Hospital - General Site - 7N","4001 Leslie Street","Hospital-Acute Care","Respiratory","COVID-19","","2022-10-12","2022-10-31","N"
"356",356,"One Kenton Place - Programs Rm & 3rd Fl","1 Kenton Dr","Retirement Home","Respiratory","Metapneumovirus","","2022-10-12","2022-10-31","N"
"357",357,"The Village of Humber Heights - Etobicoke - Becker Fl 3","2245 Lawrence Avenue West","Retirement Home","Respiratory","COVID-19","","2022-10-12","2022-10-24","N"
"358",358,"Mon Sheong Home for the Aged - 4th Fl","36 D'Arcy St","LTCH","Respiratory","COVID-19","","2022-10-11","2022-10-21","N"
"359",359,"University Health Network - Toronto Western - 8A","399 Bathurst Street","Hospital-Acute Care","Respiratory","COVID-19","","2022-10-11","2022-10-20","N"
"360",360,"West Park Healthcare Centre - 2EA (Geriatric Functional Enhancement)","82 Buttonwood Avenue","Hospital-Chronic Care","Respiratory","COVID-19","","2022-10-11","2022-10-23","N"
"361",361,"Extendicare Rouge Valley - Clark House","551 Conlins Rd","LTCH","Respiratory","COVID-19","","2022-10-10","2022-10-21","N"
"362",362,"Scarborough Health Network - Scarborough General - CP4","3050 Lawrence Ave E","Hospital-Acute Care","Respiratory","COVID-19","","2022-10-10","2022-10-30","N"
"363",363,"Unity Health Toronto - St. Michael's - 9CCV","30 Bond Street","Hospital-Acute Care","Respiratory","COVID-19","","2022-10-10","2022-10-26","N"
"364",364,"Isabel and Arthur Meighen Manor - Moore Unit","155 Millwood Rd","LTCH","Respiratory","COVID-19","","2022-10-09","2022-10-24","N"
"365",365,"The Wexford - 4th & 6th Fl","1860 Lawrence Ave E","LTCH","Respiratory","COVID-19","","2022-10-09","2022-11-07","N"
"366",366,"Amica Bayview Village","15 Barberry Pl","Retirement Home","Respiratory","COVID-19","","2022-10-08","2022-11-18","N"
"367",367,"Altamont Care Community - Wing 1, 3 & 4","92 Island Rd","LTCH","Respiratory","COVID-19","","2022-10-07","2022-11-07","N"
"368",368,"Kingsway - 5th Fl","4251 Dundas Street W","Retirement Home","Respiratory","COVID-19","","2022-10-07","2022-10-27","N"
"369",369,"North York General Hospital - General Site - 6W","4001 Leslie Street","Hospital-Acute Care","Respiratory","COVID-19","","2022-10-07","2022-10-16","N"
"370",370,"Tendercare Living Centre - 2 West & 2 East","1020 McNicoll Ave","LTCH","Respiratory","COVID-19","","2022-10-07","2022-10-29","N"
"371",371,"Cedarbrook Lodge Retirement Residence - 2nd, 4th & 5th Fl","520 Markham Road","Retirement Home","Respiratory","COVID-19","","2022-10-06","2022-10-31","N"
"372",372,"Michael Garron Hospital - CIU","825 Coxwell Avenue","Hospital-Acute Care","Respiratory","COVID-19","","2022-10-06","2022-10-14","N"
"373",373,"Presentation Manor For Seniors - 4th Fl(Il)","61 Fairfax Cres","Retirement Home","Respiratory","COVID-19","","2022-10-06","2022-10-18","N"
"374",374,"Shepherd Lodge - 4th Fl South","3760 Sheppard Ave E","LTCH","Respiratory","COVID-19","","2022-10-06","2022-10-24","N"
"375",375,"Sinai Health System - Hennick Bridgepoint - 2N","1 Bridgepoint Dr","Hospital-Chronic Care","Respiratory","COVID-19","","2022-10-06","2022-10-18","N"
"376",376,"Westside - 2nd & 4th Fl","1145 Albion Rd","LTCH","Respiratory","COVID-19","","2022-10-06","2022-11-05","N"
"377",377,"Craiglee Nursing Home - 1 West & 2 East","102 Craiglee Dr","LTCH","Respiratory","COVID-19","","2022-10-05","2022-10-14","N"
"378",378,"Scarborough Health Network-Scarborough General - 3C Surgery","3050 Lawrence Ave E","Hospital-Acute Care","Respiratory","COVID-19","","2022-10-05","2022-10-16","N"
"379",379,"University Health Network - Toronto General - 6ES","200 Elizabeth Street","Hospital-Acute Care","Respiratory","COVID-19","","2022-10-05","2022-10-24","N"
"380",380,"RCC - Humber River Hospital - Church Site - C2N","200 Church St","Hospital-Chronic Care","Respiratory","COVID-19","","2022-10-04","2022-10-25","N"
"381",381,"RCC - Unity Health Toronto - St. Joseph's - Church Site - 4th Fl","200 Church St","Hospital-Chronic Care","Respiratory","COVID-19","","2022-10-04","2022-10-16","N"
"382",382,"Ukrainian Canadian Care Centre - Etobicoke - 2nd & 3rd Fl","60 Richview Road","LTCH","Respiratory","COVID-19","","2022-10-04","2022-11-01","N"
"383",383,"Atrium at Kew Beach - Michael Garron Hospital Affiliated Unit - 1st Fl","500 Kingston Rd","Hospital-Chronic Care","Respiratory","COVID-19","","2022-10-03","2022-10-17","N"
"384",384,"Chartwell Gibson Long Term Care Residence - 1st, 2nd, 3rd & 4th Fl","1925 Steeles Ave E","LTCH","Respiratory","COVID-19","","2022-10-03","2022-11-09","N"
"385",385,"Chester Village - 4E","3555 Danforth Ave","LTCH","Respiratory","COVID-19","","2022-10-03","2022-10-31","N"
"386",386,"Runnymede Healthcare Centre - 2 East","625 Runnymede Road","Hospital-Chronic Care","Respiratory","COVID-19","","2022-10-03","2022-10-18","N"
"387",387,"William Osler Health System - Etobicoke - 7 East","101 Humber College Boulevard","Hospital-Acute Care","Respiratory","COVID-19","","2022-10-03","2022-11-07","N"
"388",388,"Castleview Wychwood Towers - 6th Fl","351 Christie St","LTCH","Respiratory","Rhinovirus","","2022-10-02","2022-10-12","N"
"389",389,"Wellesley Central Place - 2E","160 Wellesley St E","LTCH","Respiratory","COVID-19","","2022-10-01","2022-10-31","N"
"390",390,"William Osler Health System - Etobicoke - 10 East","101 Humber College Boulevard","Hospital-Acute Care","Respiratory","COVID-19","","2022-10-01","2022-10-16","N"
"391",391,"William Osler Health System - Etobicoke - 7 West","101 Humber College Boulevard","Hospital-Acute Care","Respiratory","COVID-19","","2022-10-01","2022-10-19","N"
"392",392,"Jewish Home for the Aged - 7RF","3560 Bathurst St","LTCH","Respiratory","COVID-19","","2022-09-30","2022-10-15","N"
"393",393,"Lakeside Long Term Care Centre - Environmental Services Office & Laundry Area","150 Dunn Ave","LTCH","Respiratory","COVID-19","","2022-09-30","2022-10-11","N"
"394",394,"Mon Sheong Scarborough Long Term Care Centre - 4 South","2030 McNicoll Ave","LTCH","Respiratory","COVID-19","","2022-09-30","2022-10-14","N"
"395",395,"Atrium at Kew Beach - Michael Garron Hospital Affiliated Unit - 2nd Fl","500 Kingston Rd.","Hospital-Chronic Care","Respiratory","COVID-19","","2022-09-29","2022-10-15","N"
"396",396,"Eatonville Care Centre - 2nd Fl","420 The East Mall","LTCH","Respiratory","Unable to identify","","2022-09-28","2022-09-30","N"
"397",397,"True Davidson Acres - 1st Fl","200 Dawes Rd","LTCH","Respiratory","COVID-19","","2022-09-28","2022-10-19","N"
"398",398,"Unity Health Toronto - St. Michael's - 17th Fl","30 Bond Street","Hospital-Acute Care","Respiratory","COVID-19","","2022-09-28","2022-10-14","N"
"399",399,"Chartwell Westbury Long Term Care Residence - 4th Fl","495 The West Mall","LTCH","Respiratory","COVID-19","","2022-09-27","2022-10-12","N"
"400",400,"RCC - Southlake Regional Health Centre - Finch Site - 5th Fl","2111 Finch Ave W","Hospital-Chronic Care","Respiratory","COVID-19","","2022-09-27","2022-10-06","N"
"401",401,"Amica Bayview Gardens","19 Rean Dr","Retirement Home","Respiratory","COVID-19","","2022-09-26","2022-10-14","N"
"402",402,"Donway Place - 3rd Fl Independent Living (IL)","8 The Donway E","Retirement Home","Respiratory","COVID-19","","2022-09-26","2022-10-07","N"
"403",403,"Extendicare Bayview - South Unit","550 Cummer Ave","LTCH","Respiratory","COVID-19","","2022-09-26","2022-10-08","N"
"404",404,"Extendicare Scarborough - 1 South, 1 North, 2 Main, 2 East & 2 West","3830 Lawrence Ave E","LTCH","Respiratory","COVID-19","","2022-09-26","2022-10-21","N"
"405",405,"Deerwood Creek Care Community - Unit 2B & 3A","70 Humberline Dr","LTCH","Respiratory","COVID-19","","2022-09-25","2022-10-31","N"
"406",406,"Wesburn Manor - 4 North & 4 South","400 The West Mall","LTCH","Respiratory","COVID-19","","2022-09-25","2022-10-26","N"
"407",407,"The Salvation Army - Toronto Grace Health Centre - Specialized Care - 5th Fl ALC","1020 McNicoll Ave","Hospital-Chronic Care","Respiratory","COVID-19","","2022-09-24","2022-10-22","N"
"408",408,"Bendale Acres - 1st Fl (CSU) & 2E","2920 Lawrence Ave E","LTCH","Respiratory","Enterovirus/Rhinovirus","","2022-09-23","2022-10-07","N"
"409",409,"Chartwell Gibson Retirement Residence - 3rd, 4th & 5th Fl","1955 Steeles Ave E","Retirement Home","Respiratory","COVID-19","","2022-09-23","2022-10-14","N"
"410",410,"Chartwell Guildwood Retirement Residence - 1st Fl","65 Livingston Rd","Retirement Home","Respiratory","COVID-19","","2022-09-23","2022-10-03","N"
"411",411,"Lakeside Long Term Care Home - 3rd Fl","155 Dunn Ave","LTCH","Respiratory","Unable to identify","","2022-09-23","2022-10-11","N"
"412",412,"Sinai Health System - Mount Sinai - Core Lab (Transfusion Medicine)","600 University Avenue","Hospital-Acute Care","Respiratory","COVID-19","","2022-09-23","2022-10-04","N"
"413",413,"Unity Health Toronto - St. Joseph's - 4M","30 The Queensway","Hospital-Acute Care","Respiratory","COVID-19","","2022-09-23","2022-10-28","N"
"414",414,"William Osler Health System - Etobicoke - 9E","101 Humber College Boulevard","Hospital-Acute Care","Respiratory","COVID-19","","2022-09-23","2022-10-04","N"
"415",415,"Lakeshore Lodge - 2 South, 2 North & 3 South","3197 Lakeshore Blvd W","LTCH","Respiratory","COVID-19","","2022-09-21","2022-10-14","N"
"416",416,"Sinai Health System - Hennick Bridgepoint - 7S","1 Bridgepoint Dr","Hospital-Chronic Care","Respiratory","COVID-19","","2022-09-21","2022-10-01","N"
"417",417,"Tony Stacey Centre for Veterans' Care - 2nd Fl","59 Lawson Rd E","LTCH","Respiratory","Enterovirus/Rhinovirus","","2022-09-21","2022-09-30","N"
"418",418,"Chartwell Scarlett Heights Retirement Residence - Dining Rm, 2nd, 7th & 8th Fl","4005 Eglinton Avenue W","Retirement Home","Respiratory","COVID-19","","2022-09-20","2022-11-07","N"
"419",419,"Dom Lipa - K-Wing","52 Neilson Drive","LTCH","Respiratory","COVID-19","","2022-09-20","2022-09-28","N"
"420",420,"The Kensington Gardens - 1E, 2E, 3W & Admin","25 Brunswick Ave","LTCH","Respiratory","COVID-19","","2022-09-20","2022-10-27","N"
"421",421,"Runnymede Healthcare Centre - 3 East","625 Runnymede Road","Hospital-Chronic Care","Respiratory","COVID-19","","2022-09-19","2022-09-29","N"
"422",422,"West Park Healthcare Centre - 3EA (MSK Rehab)","82 Buttonwood Avenue","Hospital-Chronic Care","Respiratory","COVID-19","","2022-09-19","2022-10-02","N"
"423",423,"Delmanor Wynford - 5th & 6th Fl","187 Wynford Dr","Retirement Home","Respiratory","COVID-19","","2022-09-18","2022-10-07","N"
"424",424,"Sunnybrook Health Sciences Centre - Bayview Campus - C2","2075 Bayview Avenue","Hospital-Acute Care","Respiratory","COVID-19","","2022-09-18","2022-10-02","N"
"425",425,"Sunnybrook Health Sciences Centre - St. John's Rehab - A3","285 Cummer Avenue","Hospital-Chronic Care","Respiratory","COVID-19","","2022-09-18","2022-10-03","N"
"426",426,"Cedarvale Terrace - 4th Fl","429 Walmer Road","LTCH","Respiratory","COVID-19","","2022-09-17","2022-10-12","N"
"427",427,"McNicoll Manor/Moll Berczy Haus - 5th Fl","1020 McNicoll Ave","Retirement Home","Respiratory","COVID-19","","2022-09-17","2022-10-04","N"
"428",428,"RCC-Oak Valley Health- Markham Stouffville Hospital - Finch Site - 5W","2111 Finch Ave W","Hospital-Chronic Care","Respiratory","COVID-19","","2022-09-17","2022-10-08","N"
"429",429,"Bendale Acres - 4th Fl East","2920 Lawrence Ave E","LTCH","Respiratory","COVID-19","","2022-09-16","2022-10-24","N"
"430",430,"Copernicus Lodge - 4 North & 5 South","66 Roncesvalles Ave","LTCH","Respiratory","COVID-19","","2022-09-16","2022-11-14","N"
"431",431,"Midland Gardens Care Community - Basement - Board Rm","130 Midland Ave","LTCH","Respiratory","COVID-19","","2022-09-14","2022-09-23","N"
"432",432,"Scarborough Health Network - Centenary - Hemodialysis","2867 Ellesmere Road","Hospital-Acute Care","Respiratory","COVID-19","","2022-09-14","2022-09-28","N"
"433",433,"The Kensington Gardens (North) - Administration Office & 2 East","45 Brunswick Ave","LTCH","Respiratory","COVID-19","","2022-09-14","2022-10-14","N"
"434",434,"Trillium Health Partners-McCall Continuing Care - Chronic/Rehab - 4th Fl","140 Sherway Drive","Hospital-Chronic Care","Respiratory","COVID-19","","2022-09-13","2022-09-29","N"
"435",435,"Altamont Care Community - Wing 1","92 Island Rd","LTCH","Respiratory","COVID-19","","2022-09-12","2022-09-22","N"
"436",436,"The Briton House - North Tower - 8th Fl","700 & 720 Mount Pleasant Road","Retirement Home","Respiratory","COVID-19","","2022-09-12","2022-09-27","N"
"437",437,"University Health Network - Toronto General - ES 14","200 Elizabeth Street","Hospital-Acute Care","Respiratory","COVID-19","","2022-09-12","2022-09-27","N"
"438",438,"Fairview Nursing Home - 1st & 3rd Fl","14 Cross St","LTCH","Respiratory","COVID-19","","2022-09-11","2022-10-03","N"
"439",439,"Salvation Army Toronto Grace Health Centre - PACR - Rehab","650 Church St","Hospital-Chronic Care","Respiratory","COVID-19","","2022-09-11","2022-09-17","N"
"440",440,"Nisbet Lodge - 6th & 7th Fl","740 Pape Ave","LTCH","Respiratory","COVID-19","","2022-09-10","2022-10-03","N"
"441",441,"Unity Health Toronto - St. Joseph's - 4LM - Medicine","30 The Queensway","Hospital-Acute Care","Respiratory","COVID-19","","2022-09-10","2022-09-20","N"
"442",442,"Cedarbrook Lodge Retirement Residence - 3rd & 5th Fl","520 Markham Road","Retirement Home","Respiratory","COVID-19","","2022-09-09","2022-10-03","N"
"443",443,"Scarborough Health Network - Birchmount - G4A","3030 Birchmount Rd.","Hospital-Acute Care","Respiratory","COVID-19","","2022-09-09","2022-09-22","N"
"444",444,"Bethseda Home","4 Partridge Lane","Retirement Home","Respiratory","COVID-19","","2022-09-08","2022-09-26","N"
"445",445,"L'Chaim Retirement Homes Inc. - 2nd & 3rd Fl","718 Sheppard Avenue","Retirement Home","Respiratory","COVID-19","","2022-09-08","2022-09-26","N"
"446",446,"The O'Neill Centre - 5th Fl","33 Christie St","LTCH","Respiratory","COVID-19","","2022-09-08","2022-09-26","N"
"447",447,"Yee Hong Centre - Scarborough Finch - 3rd Fl (North) & 6th Fl (South & North)","60 Scottfield Dr","LTCH","Respiratory","COVID-19","","2022-09-08","2022-12-12","N"
"448",448,"Fieldstone Commons Care Community- 4B","1000 Ellesmere Rd","LTCH","Respiratory","COVID-19","","2022-09-07","2022-09-28","N"
"449",449,"Trillium Health Partners-McCall Continuing Care - Chronic/Rehab - 2nd Fl","140 Sherway Drive","Hospital-Chronic Care","Respiratory","COVID-19","","2022-09-07","2022-09-29","N"
"450",450,"University Health Network - Toronto General - ES 13","200 Elizabeth Street","Hospital-Acute Care","Respiratory","COVID-19","","2022-09-07","2022-09-18","N"
"451",451,"West Park Long Term Care Centre - 2nd Fl - Mulholland","82 Buttonwood Ave","LTCH","Respiratory","Influenza A (H3)","","2022-09-07","2022-09-20","N"
"452",452,"Weston Terrace Care Community - Unit 2B & 3B","2005 Lawrence Ave W","LTCH","Respiratory","COVID-19","","2022-09-07","2022-10-11","N"
"453",453,"Sunnybrook Health Sciences Centre - Bayview Campus - C4","2075 Bayview Avenue","Hospital-Acute Care","Respiratory","COVID-19","","2022-09-06","2022-10-04","N"
"454",454,"Tapestry at Village Gate West - 3rd Fl","15 Summerland Terr","Retirement Home","Respiratory","COVID-19","","2022-09-06","2022-09-20","N"
"455",455,"Tendercare Living Centre - 3rd Fl","1020 McNicoll Ave","LTCH","Respiratory","COVID-19","","2022-09-06","2022-09-17","N"
"456",456,"McCall Centre Long Term Care Interim Unit - Interim Unit","140 Sherway Drive","LTCH","Respiratory","COVID-19","","2022-09-05","2022-09-28","N"
"457",457,"The Village of Humber Heights - Williamsburg East - GF","2245 Lawrence Avenue West","Retirement Home","Respiratory","COVID-19","","2022-09-05","2022-09-16","N"
"458",458,"Deerwood Creek Care Community - 2B","70 Humberline Dr","LTCH","Respiratory","COVID-19","","2022-09-04","2022-09-16","N"
"459",459,"Wesburn Manor - 4th Fl North","400 The West Mall","LTCH","Enteric","Norovirus-like","","2022-09-04","2022-09-14","N"
"460",460,"Cummer Lodge - 2N, 2S, 4N, 4S & SCU","205 Cummer Ave","LTCH","Respiratory","COVID-19","","2022-09-02","2022-11-06","N"
"461",461,"Cedarbrook Lodge TCU - Transitional Care Unit - 6th Fl","520 Markham Rd","Transitional Care","Respiratory","COVID-19","","2022-09-01","2022-09-27","N"
"462",462,"Hazelton Place Retirement Residence - 2nd Fl","111 Avenue Rd","Retirement Home","Respiratory","COVID-19","","2022-09-01","2022-09-12","N"
"463",463,"Michael Garron Hospital - Toronto - B3","825 Coxwell Avenue","Hospital-Acute Care","Respiratory","COVID-19","","2022-08-30","2022-09-07","N"
"464",464,"Scarborough Health Network - Centenary - YC3W - Rehab Unit","2867 Ellesmere Road","Hospital-Acute Care","Respiratory","COVID-19","","2022-08-30","2022-09-10","N"
"465",465,"University Health Network - Bickle Centre - N3","130 Dunn Avenue","Hospital-Chronic Care","Respiratory","COVID-19","","2022-08-30","2022-09-23","N"
"466",466,"University Health Network - Toronto General - 5MB","200 Elizabeth Street","Hospital-Acute Care","Respiratory","COVID-19","","2022-08-30","2022-09-09","N"
"467",467,"Chartwell Scarlett Heights Retirement Residence - 3rd & 4th Fl","4005 Eglinton Avenue W","Retirement Home","Respiratory","COVID-19","","2022-08-29","2022-09-12","N"
"468",468,"The Kensington Gardens (North) - 3W North Building","45 Brunswick Ave","LTCH","Respiratory","COVID-19","","2022-08-29","2022-09-12","N"
"469",469,"Westside - 2nd Fl","1145 Albion Rd","LTCH","Respiratory","COVID-19","","2022-08-29","2022-09-09","N"
"470",470,"Unity Health Toronto - St. Michael's - 9CG","30 Bond Street","Hospital-Acute Care","Respiratory","COVID-19","","2022-08-28","2022-09-06","N"
"471",471,"Castleview Wychwood Towers - Main & 6th Fl","351 Christie St","LTCH","Respiratory","COVID-19","","2022-08-26","2022-09-09","N"
"472",472,"RCC - Southlake Regional Health Centre - Church Site - 3rd Fl","200 Church St","Hospital-Chronic Care","Respiratory","COVID-19","","2022-08-26","2022-09-09","N"
"473",473,"Cedarbrook Lodge Retirement Residence - 5th Fl","520 Markham Road","Retirement Home","Respiratory","COVID-19","","2022-08-25","2022-09-06","N"
"474",474,"Hawthorne Place Care Centre - 1st, 2nd & 3rd Fl","2045 Finch Ave W","LTCH","Respiratory","COVID-19","","2022-08-25","2022-09-28","N"
"475",475,"The Teddington - 3rd Fl","4 Teddington Park Avenue","Retirement Home","Respiratory","COVID-19","","2022-08-25","2022-09-06","N"
"476",476,"Chartwell Scarlett Heights - 2nd Fl","4005 Eglinton Ave W","Retirement Home","Respiratory","Rhinovirus","","2022-08-24","2022-08-31","N"
"477",477,"Humber Valley Terrace - 3rd Fl","95 Humber College Blvd","LTCH","Respiratory","COVID-19","","2022-08-24","2022-09-07","N"
"478",478,"Norfinch Care Community - Unit 1A & 3A","22 Norfinch Dr","LTCH","Respiratory","COVID-19","","2022-08-24","2022-09-13","N"
"479",479,"Scarborough Health Network - Scarborough General - 4C - Medicine","3050 Lawrence Ave E","Hospital-Acute Care","Respiratory","COVID-19","","2022-08-24","2022-09-09","N"
"480",480,"Unity Health Toronto - St. Joseph's - 3M","30 The Queensway","Hospital-Acute Care","Respiratory","COVID-19","","2022-08-24","2022-09-04","N"
"481",481,"West Park Healthcare Centre - 2EC (Geriatric Functional Enhancement)","82 Buttonwood Avenue","Hospital-Chronic Care","Respiratory","COVID-19","","2022-08-24","2022-09-21","N"
"482",482,"Main Street Terrace - 2nd Fl","77 Main St","LTCH","Respiratory","COVID-19","","2022-08-23","2022-09-14","N"
"483",483,"Labdara Lithuanian Nursing Home - 1st Fl","5 Resurrection Rd","LTCH","Respiratory","Rhinovirus","","2022-08-22","2022-09-07","N"
"484",484,"St. Clair O'Connor Nursing Home - 3rd Fl","2701 St Clair Ave E","LTCH","Enteric","Unable to identify","","2022-08-22","2022-08-31","N"
"485",485,"The Westbury - 5th Fl","495 The West Mall","LTCH","Respiratory","Parainfluenza","","2022-08-22","2022-08-30","N"
"486",486,"Chartwell White Eagle Long Term Care Residence - 2nd & 4th Fl","138 Dowling Ave","LTCH","Respiratory","COVID-19","","2022-08-21","2022-09-13","N"
"487",487,"Donway Place","8 The Donway E","Retirement Home","Respiratory","COVID-19","","2022-08-21","2022-09-12","N"
"488",488,"Mon Sheong Scarborough Long Term Care Centre - 2nd Fl South & 4th Fl North","2030 McNicoll Ave","LTCH","Respiratory","COVID-19","","2022-08-21","2022-09-16","N"
"489",489,"Fountain View Care Community - 1A Terrace","1800 O'Connor Dr","LTCH","Respiratory","COVID-19","","2022-08-19","2022-09-16","N"
"490",490,"Humber River Hospital - Wilson Site - 12 East","1235 Wilson Avenue","Hospital-Acute Care","Respiratory","COVID-19","","2022-08-19","2022-09-03","N"
"491",491,"Norwood Nursing Home - 1st Fl","122 Tyndall Ave","LTCH","Respiratory","COVID-19","","2022-08-19","2022-09-17","N"
"492",492,"Runnymede Healthcare Centre - 4 West","625 Runnymede Road","Hospital-Chronic Care","Respiratory","COVID-19","","2022-08-18","2022-08-30","N"
"493",493,"Scarborough Health Network-Scarborough General - T7-Medicine","3050 Lawrence Ave E","Hospital-Acute Care","Respiratory","COVID-19","","2022-08-18","2022-09-06","N"
"494",494,"St. Clair O'Connor Community Nursing Home - 3rd Fl","2701 St Clair Avenue East","LTCH","Respiratory","COVID-19","","2022-08-18","2022-09-06","N"
"495",495,"New Horizons Tower - 2nd, 3rd, 6th, 7th, 8th, 11th, 12th, 14th & 16th Fl","1140 Bloor St W","Retirement Home","Respiratory","COVID-19","","2022-08-17","2022-09-28","N"
"496",496,"Sunnybrook Health Sciences Centre - Bayview Campus - D2","2075 Bayview Avenue","Hospital-Acute Care","Respiratory","COVID-19","","2022-08-17","2022-08-30","N"
"497",497,"The Claremont","305 Balliol St","Retirement Home","Respiratory","COVID-19","","2022-08-17","2022-09-02","N"
"498",498,"Atrium at Kew Beach - Michael Garron Hospital Affiliated Unit - 2nd Fl","500 Kingston Rd.","Hospital-Chronic Care","Respiratory","COVID-19","","2022-08-16","2022-09-09","N"
"499",499,"McCowan Retirement Residence - 2nd Fl","2881 Eglinton Avenue E","Retirement Home","Respiratory","COVID-19","","2022-08-15","2022-08-29","N"
"500",500,"North York General Hospital - General Site - 3N","4001 Leslie Street","Hospital-Acute Care","Respiratory","COVID-19","","2022-08-15","2022-08-26","N"
"501",501,"RCC - Trillium Health Partners - Church Site - 1C","200 Church St","Hospital-Chronic Care","Respiratory","COVID-19","","2022-08-15","2022-08-30","N"
"502",502,"Sunnybrook Health Sciences Centre - Sunnybrook Veterans Centre - LGSW","2075 Bayview Ave","LTCH","Respiratory","COVID-19","","2022-08-15","2022-08-30","N"
"503",503,"University Health Network - Toronto General - 9ES","200 Elizabeth Street","Hospital-Acute Care","Respiratory","COVID-19","","2022-08-15","2022-08-27","N"
"504",504,"Scarborough Health Network - Centenary - 9E","2867 Ellesmere Road","Hospital-Acute Care","Respiratory","COVID-19","","2022-08-14","2022-08-25","N"
"505",505,"West Park Healthcare Centre - 3EC","82 Buttonwood Avenue","Hospital-Chronic Care","Respiratory","COVID-19","","2022-08-14","2022-08-29","N"
"506",506,"Chartwell Scarlett Heights Retirement Residence - 5th Fl","4005 Eglinton Avenue W","Retirement Home","Respiratory","COVID-19","","2022-08-12","2022-08-22","N"
"507",507,"Kingsway - 2nd Fl","4251 Dundas Street W","Retirement Home","Respiratory","COVID-19","","2022-08-12","2022-08-22","N"
"508",508,"University Health Network - University Centre - 7S","550 University Avenue","Hospital-Chronic Care","Respiratory","COVID-19","","2022-08-12","2022-08-24","N"
"509",509,"Alexis Lodge Retirement Residence - Bldg 707","705 - 707 Ellesmere Road","Retirement Home","Respiratory","COVID-19","","2022-08-11","2022-08-27","N"
"510",510,"Cummer Lodge - 4 North","205 Cummer Ave","LTCH","Enteric","Unable to identify","","2022-08-11","2022-08-17","N"
"511",511,"Scarborough Health Network-Scarborough General - 4E-Medicine","3050 Lawrence Ave E","Hospital-Acute Care","Respiratory","COVID-19","","2022-08-11","2022-08-24","N"
"512",512,"Unity Health Toronto - Providence - A4","3276 St. Clair Avenue East","Hospital-Chronic Care","Respiratory","COVID-19","","2022-08-11","2022-08-19","N"
"513",513,"Unity Health Toronto - St. Joseph's - 2LM","30 The Queensway","Hospital-Acute Care","Respiratory","COVID-19","","2022-08-11","2022-08-28","N"
"514",514,"Chartwell Guildwood Retirement Residence - 1st & 5th Fl","65 Livingston Rd","Retirement Home","Respiratory","COVID-19","","2022-08-10","2022-08-26","N"
"515",515,"Chartwell Westbury Long Term Care Residence - 2nd, 6th, 7th & 8th Fl","495 The West Mall","LTCH","Respiratory","COVID-19","","2022-08-10","2022-09-21","N"
"516",516,"Sunnybrook Health Sciences Centre - Sunnybrook Veterans Centre - K1W","2075 Bayview Ave","LTCH","Respiratory","COVID-19","","2022-08-10","2022-08-26","N"
"517",517,"Sunnybrook Health Sciences Centre - Sunnybrook Veterans Centre - LTSE","2075 Bayview Ave","LTCH","Respiratory","COVID-19","","2022-08-10","2022-08-25","N"
"518",518,"True Davidson Acres","200 Dawes Rd","LTCH","Respiratory","COVID-19","","2022-08-10","2022-09-02","N"
"519",519,"Atrium at Kew Beach - Michael Garron Hospital Affiliated Unit - 1st Fl West (Transitional Care Unit)","500 Kingston Rd.","Hospital-Chronic Care","Respiratory","COVID-19","","2022-08-09","2022-08-30","N"
"520",520,"Dom Lipa - K-Wing","52 Neilson Drive","LTCH","Respiratory","COVID-19","","2022-08-09","2022-09-03","N"
"521",521,"Forest Hill Place - 4th Fl & Reception","645 Castlefield Ave","Retirement Home","Respiratory","COVID-19","","2022-08-08","2022-08-30","N"
"522",522,"Harmony Hills Care Community - 3A & 3B","1800 O'Connor Drive","LTCH","Respiratory","COVID-19","","2022-08-08","2022-09-12","N"
"523",523,"Isabel and Arthur Meighen Manor - 4th Fl","155 Millwood Rd","LTCH","Respiratory","Rhinovirus","Parainfluenza","2022-08-08","2022-08-31","N"
"524",524,"Presentation Manor For Seniors - 4th Fl (MC)","61 Fairfax Cres","Retirement Home","Respiratory","COVID-19","","2022-08-08","2022-09-07","N"
"525",525,"Scarborough Retirement Residence - 2nd, 3rd, 4th, 5th & 7th Fl","148 Markham Rd","Retirement Home","Respiratory","COVID-19","","2022-08-08","2022-09-06","N"
"526",526,"Sinai Health System - Mount Sinai - 14N/SSDU","600 University Avenue","Hospital-Acute Care","Respiratory","COVID-19","","2022-08-08","2022-08-18","N"
"527",527,"Unity Health Toronto - Houses of Providence - HOP 4E","3276 St Clair Ave E","LTCH","Respiratory","COVID-19","","2022-08-08","2022-09-08","N"
"528",528,"Labdara Lithuanian Nursing Home - 3rd Fl","5 Resurrection Rd","LTCH","Respiratory","COVID-19","","2022-08-07","2022-08-30","N"
"529",529,"The Village of Humber Heights - Emma Neighbourhood (2nd Fl)","2245 Lawrence Avenue West","Retirement Home","Respiratory","COVID-19","","2022-08-07","2022-08-29","N"
"530",530,"Unity Health Toronto - St. Michael's - 14CC","30 Bond Street","Hospital-Acute Care","Respiratory","COVID-19","","2022-08-06","2022-08-15","N"
"531",531,"Centre for Addiction and Mental Health - Queen Street Site - ER","1001 Queen Street West","Hospital-Psychiatric","Respiratory","COVID-19","","2022-08-05","2022-08-15","N"
