"","X_id","Institution.Name","Institution.Address","Outbreak.Setting","Type.of.Outbreak","Causative.Agent.1","Causative.Agent.2","Date.Outbreak.Began","Date.Declared.Over","Active"
"367",367,"Scarborough Retirement Residence","148 Markham Road","Retirement Home","Respiratory","COVID-19","","2021-01-07","2021-02-12","N"
"368",368,"Unity Health Toronto - Providence Healthcare - A4","3276 St. Clair Avenue East","Hospital-Chronic Care","Respiratory","COVID-19","","2021-01-07","2021-01-15","N"
"369",369,"Unity Health Toronto - St. Joseph's Health Centre - 4th Fl","200 Church Street","Hospital-Chronic Care","Respiratory","COVID-19","","2021-01-07","2021-01-27","N"
"370",370,"University Health Network - Bickle Centre - 3South","130 Dunn Avenue","Hospital-Acute Care","Respiratory","COVID-19","","2021-01-07","2021-01-20","N"
"371",371,"William Osler Health System - 7 West","101 Humber College Boulevard","Hospital-Acute Care","Respiratory","COVID-19","","2021-01-07","2021-02-01","N"
"372",372,"Nisbet Lodge","740 Pape Avenue","LTCH","Respiratory","COVID-19","","2021-01-06","2021-01-29","N"
"373",373,"Toronto East Health Network-Atrium at Kew Beach -","500 Kingston Road - 3rd Fl","Hospital-Chronic Care","Respiratory","COVID-19","","2021-01-06","2021-02-03","N"
"374",374,"Unity Health Toronto - Providence Healthcare - B4","3276 St. Clair Avenue East","Hospital-Chronic Care","Respiratory","COVID-19","","2021-01-06","2021-01-25","N"
"375",375,"Unity Health Toronto-St. Joseph's Health Centre - 3M","30 The Queensway","Hospital-Acute Care","Respiratory","COVID-19","","2021-01-06","2021-01-22","N"
"376",376,"Cedarvale Terrace","429 Walmer Road","LTCH","Respiratory","COVID-19","","2021-01-05","2021-02-16","N"
"377",377,"Cheltenham Care Community","5935 Bathurst Street","LTCH","Respiratory","COVID-19","","2021-01-05","2021-02-22","N"
"378",378,"Unity Health Toronto-St. Joseph's Health Centre - 4LM","30 The Queensway","Hospital-Acute Care","Respiratory","COVID-19","","2021-01-05","2021-01-19","N"
"379",379,"West Park Healthcare Centre - 2WD & 2WE","82 Buttonwood Avenue","Hospital-Chronic Care","Respiratory","COVID-19","","2021-01-05","2021-02-11","N"
"380",380,"Cummer Lodge - 4 South","205 Cummer","LTCH","Respiratory","COVID-19","","2021-01-04","2021-01-22","N"
"381",381,"Humber River Hospital - RCC Finch Site - 6 East","2111 Finch Avenue West","Hospital-Chronic Care","Respiratory","COVID-19","","2021-01-04","2021-01-29","N"
"382",382,"Lakeshore Lodge","3197 Lakeshore Blvd","LTCH","Respiratory","COVID-19","","2021-01-04","2021-02-17","N"
"383",383,"Scarborough Health Network - General Hospital - 4C","3030 Lawrence Ave E","Hospital-Acute Care","Respiratory","COVID-19","","2021-01-04","2021-01-30","N"
"384",384,"Weston Terrace Care Community - 1A, 2A, 2B, 3B, 4A","2005 Lawrence Avenue West","LTCH","Respiratory","COVID-19","","2021-01-04","2021-02-10","N"
"385",385,"Atrium at Kew Beach","500 Kingston Road","LTCH","Respiratory","COVID-19","","2021-01-03","2021-02-16","N"
"386",386,"Baycrest Hospital - H7E","3560 Bathurst Street","Hospital-Chronic Care","Respiratory","COVID-19","","2021-01-03","2021-02-22","N"
"387",387,"Sunnybrook Health Sciences Centre - Bayview Campus - K3E","2075 Bayview Avenue","Hospital-Acute Care","Respiratory","COVID-19","","2021-01-03","2021-01-28","N"
"388",388,"Trillium Health Partners-RCC Church Site - 6B","200 Church Street","Hospital-Chronic Care","Respiratory","COVID-19","","2021-01-03","2021-02-08","N"
"389",389,"North York General Hospital - 4 West","4001 Leslie St","Hospital-Acute Care","Respiratory","COVID-19","","2021-01-02","2021-01-07","N"
"390",390,"O'Neill Centre - 2nd & 3rd Fl","33 Christie Street","LTCH","Respiratory","COVID-19","","2021-01-02","2021-02-16","N"
"391",391,"Delmanor Prince Edward","4180 Dundas Street","Retirement Home","Respiratory","COVID-19","","2021-01-01","2021-02-14","N"
"392",392,"Kensington Gardens South Building - 4E","45 Brunswick Avenue","LTCH","Respiratory","COVID-19","","2021-01-01","2021-02-14","N"
"393",393,"North York General Hospital-RCC Finch - 6 West","2111 Finch Avenue West","Hospital-Chronic Care","Respiratory","COVID-19","","2021-01-01","2021-02-02","N"
"394",394,"Tony Stacy Centre","59 Lawson Road","LTCH","Respiratory","COVID-19","","2021-01-01","2021-02-19","N"
